Date,Open,High,Low,Close,Adj Close,Volume
2016-09-01,34.7400016784668,36.099998474121094,33.880001068115234,35.81999969482422,27.996551513671875,64063300
2016-10-01,35.58000183105469,35.63999938964844,33.27000045776367,33.939998626708984,26.672576904296875,55783000
2016-11-01,33.939998626708984,39.0,30.360000610351562,36.560001373291016,28.731576919555664,95768500
2016-12-01,36.15999984741211,37.310001373291016,34.720001220703125,35.27000045776367,27.717796325683594,71891700
2017-01-01,35.439998626708984,38.970001220703125,35.08000183105469,38.31999969482422,30.27643394470215,47470400
2017-02-01,38.54999923706055,42.18000030517578,37.58000183105469,41.83000183105469,33.0496711730957,61111500
2017-03-01,42.02000045776367,43.13999938964844,40.29999923706055,41.849998474121094,33.06546401977539,70251700
2017-04-01,41.869998931884766,42.34000015258789,39.33000183105469,39.849998474121094,31.631183624267578,51662600
2017-05-01,40.0099983215332,41.79999923706055,39.060001373291016,40.4900016784668,32.13920211791992,66648300
2017-06-01,39.849998474121094,40.59000015258789,37.43000030517578,40.04999923706055,31.789936065673828,71530000
2017-07-01,40.439998626708984,45.2400016784668,38.20000076293945,43.41999816894531,34.63998794555664,68713400
2017-08-01,43.720001220703125,43.83000183105469,37.84000015258789,38.65999984741211,30.84250259399414,68612800
2017-09-01,38.81999969482422,44.470001220703125,37.54999923706055,43.7599983215332,34.911224365234375,57758900
2017-10-01,43.88999938964844,45.13999938964844,42.9900016784668,44.41999816894531,35.5978889465332,55918800
2017-11-01,44.7400016784668,57.75,43.90999984741211,56.5099983215332,45.2867431640625,69563100
2017-12-01,55.59000015258789,58.9900016784668,54.93000030517578,55.31999969482422,44.333091735839844,51131900
2018-01-01,55.5,64.05999755859375,55.40999984741211,61.5,49.45903396606445,55437800
2018-02-01,61.369998931884766,62.369998931884766,52.0,60.54999923706055,48.69502258300781,83602900
2018-03-01,60.630001068115234,65.58000183105469,59.099998474121094,61.689998626708984,49.6118278503418,56865800
2018-04-01,60.33000183105469,69.75,58.7599983215332,66.58000183105469,53.717403411865234,56691400
2018-05-01,66.33999633789062,72.8499984741211,63.810001373291016,68.31999969482422,55.12125778198242,78055400
2018-06-01,68.08000183105469,79.75,67.63999938964844,78.52999877929688,63.358768463134766,61238300
2018-07-01,77.94000244140625,83.13999938964844,76.5199966430664,77.5199966430664,62.86925506591797,49815700
2018-08-01,77.43000030517578,87.44000244140625,77.30999755859375,86.80999755859375,70.40352630615234,58719300
2018-09-01,86.88999938964844,88.08000183105469,81.58000183105469,85.88999938964844,69.65737915039062,44925100
2018-10-01,86.23999786376953,86.80000305175781,70.26000213623047,78.48999786376953,63.954200744628906,64457200
2018-11-01,78.4800033569336,83.94999694824219,64.77999877929688,66.87000274658203,54.48615264892578,73502700
2018-12-01,67.80000305175781,70.2699966430664,54.5,59.66999816894531,48.619544982910156,76655900
2019-01-01,58.16999816894531,64.04000091552734,57.2400016784668,63.77000045776367,52.3069953918457,48694000
2019-02-01,64.12999725341797,68.44000244140625,61.0,65.19999694824219,53.479949951171875,66648700
2019-03-01,65.37999725341797,69.97000122070312,62.34000015258789,69.33999633789062,56.875755310058594,56539600
2019-04-01,69.95999908447266,78.3499984741211,69.5,72.8499984741211,60.086734771728516,51671300
2019-05-01,73.02999877929688,73.69000244140625,58.11000061035156,59.20000076293945,48.82820129394531,66024300
2019-06-01,58.81999969482422,63.45000076293945,58.20000076293945,61.70000076293945,50.890220642089844,47134500
2019-07-01,62.84000015258789,63.54999923706055,57.45000076293945,58.4900016784668,48.61943054199219,42667600
2019-08-01,58.40999984741211,59.689998626708984,44.54999923706055,48.060001373291016,39.94956588745117,77303700
2019-09-01,47.5099983215332,57.0099983215332,46.70000076293945,52.5099983215332,43.648597717285156,59193900
2019-10-01,53.06999969482422,56.63999938964844,48.810001373291016,55.880001068115234,46.88792419433594,44217800
2019-11-01,56.45000076293945,63.93000030517578,55.66999816894531,60.59000015258789,50.84000015258789,53575800
2019-12-01,60.099998474121094,64.48999786376953,57.63999938964844,62.25,52.23287582397461,38754300
