Date,Open,High,Low,Close,Adj Close,Volume
2016-09-01,16.149999618530273,16.149999618530273,14.8100004196167,15.649999618530273,12.582657814025879,1825500700
2016-10-01,15.59000015258789,17.100000381469727,15.5,16.5,13.266061782836914,1723132300
2016-11-01,16.559999465942383,21.190000534057617,16.280000686645508,21.1200008392334,17.043561935424805,3121614500
2016-12-01,21.420000076293945,23.389999389648438,21.020000457763672,22.100000381469727,17.834402084350586,2442427700
2017-01-01,22.600000381469727,23.549999237060547,22.010000228881836,22.639999389648438,18.270177841186523,1917358300
2017-02-01,22.969999313354492,24.950000762939453,22.450000762939453,24.68000030517578,19.91643714904785,1866619200
2017-03-01,25.3700008392334,25.799999237060547,22.15999984741211,23.59000015258789,19.09484100341797,2336311300
2017-04-01,23.649999618530273,24.350000381469727,22.260000228881836,23.34000015258789,18.892480850219727,1824451100
2017-05-01,23.520000457763672,24.309999465942383,22.09000015258789,22.40999984741211,18.19927215576172,1637101600
2017-06-01,22.479999542236328,24.670000076293945,22.06999969482422,24.260000228881836,19.70167350769043,1768824400
2017-07-01,24.459999084472656,25.110000610351562,23.610000610351562,24.1200008392334,19.58797264099121,1385076400
2017-08-01,24.290000915527344,25.350000381469727,23.1200008392334,23.889999389648438,19.500429153442383,1354317600
2017-09-01,23.899999618530273,25.639999389648438,22.75,25.34000015258789,20.684005737304688,1481992500
2017-10-01,25.459999084472656,27.979999542236328,25.1200008392334,27.389999389648438,22.357332229614258,1380163100
2017-11-01,27.639999389648438,28.719999313354492,25.809999465942383,28.170000076293945,23.092002868652344,1350989400
2017-12-01,28.25,30.030000686645508,27.5,29.520000457763672,24.19864845275879,1494582400
2018-01-01,29.75,32.45000076293945,29.610000610351562,32.0,26.231595993041992,1413714500
2018-02-01,32.0,32.849998474121094,29.1299991607666,32.099998474121094,26.31357192993164,1705884000
2018-03-01,32.06999969482422,33.04999923706055,29.010000228881836,29.989999771118164,24.676172256469727,1488464200
2018-04-01,29.799999237060547,31.170000076293945,28.75,29.920000076293945,24.618572235107422,1471183500
2018-05-01,29.920000076293945,31.360000610351562,28.43000030517578,29.040000915527344,23.992128372192383,1414580700
2018-06-01,29.489999771118164,30.40999984741211,28.010000228881836,28.190000534057617,23.289875030517578,1377574500
2018-07-01,28.079999923706055,31.450000762939453,27.6299991607666,30.8799991607666,25.51228904724121,1313220000
2018-08-01,31.219999313354492,31.90999984741211,30.15999984741211,30.93000030517578,25.5535945892334,1076260100
2018-09-01,30.90999984741211,31.3700008392334,29.420000076293945,29.459999084472656,24.456769943237305,1036676400
2018-10-01,29.68000030517578,30.790000915527344,25.8799991607666,27.5,22.82964515686035,1818210500
2018-11-01,27.770000457763672,29.1200008392334,26.780000686645508,28.399999618530273,23.576791763305664,1119395300
2018-12-01,28.989999771118164,29.040000915527344,22.65999984741211,24.639999389648438,20.569683074951172,1812967100
2019-01-01,24.079999923706055,29.719999313354492,24.010000228881836,28.469999313354492,23.76699447631836,1644923700
2019-02-01,28.600000381469727,29.670000076293945,27.860000610351562,29.079999923706055,24.400175094604492,972624100
2019-03-01,29.329999923706055,30.139999389648438,26.610000610351562,27.59000015258789,23.14995765686035,1240842800
2019-04-01,27.899999618530273,31.170000076293945,27.850000381469727,30.579999923706055,25.658777236938477,1226771800
2019-05-01,30.559999465942383,30.889999389648438,26.479999542236328,26.600000381469727,22.319272994995117,1063985700
2019-06-01,26.59000015258789,29.270000457763672,26.399999618530273,29.0,24.46453285217285,987172300
2019-07-01,29.479999542236328,31.059999465942383,28.860000610351562,30.68000030517578,25.881784439086914,963999300
2019-08-01,30.549999237060547,31.06999969482422,26.209999084472656,27.510000228881836,23.20755958557129,1359301200
2019-09-01,27.209999084472656,30.31999969482422,26.610000610351562,29.170000076293945,24.770130157470703,1202361900
2019-10-01,29.440000534057617,32.22999954223633,27.15999984741211,31.270000457763672,26.553375244140625,1206828400
2019-11-01,31.700000762939453,33.599998474121094,31.3700008392334,33.31999969482422,28.294164657592773,847433200
2019-12-01,33.45000076293945,35.720001220703125,32.54999923706055,35.220001220703125,30.07085609436035,941699200
2020-01-01,35.349998474121094,35.66999816894531,32.470001220703125,32.83000183105469,28.030277252197266,995093800
2020-02-01,33.0,35.45000076293945,27.700000762939453,28.5,24.333316802978516,1072992000
2020-03-01,28.350000381469727,29.75,17.950000762939453,21.229999542236328,18.241844177246094,2826499000
2020-04-01,19.93000030517578,25.31999969482422,19.510000228881836,24.049999237060547,20.664926528930664,1636723300
2020-05-01,23.3799991607666,26.170000076293945,20.100000381469727,24.1200008392334,20.72507667541504,1447488500
2020-06-01,24.280000686645508,29.010000228881836,23.020000457763672,23.75,20.54947280883789,1801797500
2020-07-01,24.030000686645508,25.290000915527344,22.389999389648438,24.8799991607666,21.527193069458008,1388503300
2020-08-01,25.030000686645508,27.75,24.690000534057617,25.739999771118164,22.271297454833984,1145115700
2020-09-01,25.579999923706055,26.760000228881836,22.950000762939453,24.09000015258789,20.98885154724121,1290916600
2020-10-01,24.270000457763672,25.829999923706055,23.1200008392334,23.700000762939453,20.6490535736084,1296966100
2020-11-01,23.889999389648438,29.100000381469727,23.270000457763672,28.15999984741211,24.534912109375,1286428200
2020-12-01,28.739999771118164,30.549999237060547,28.139999389648438,30.309999465942383,26.57272720336914,1027329000
2021-01-01,30.459999084472656,34.369998931884766,29.59000015258789,29.649999618530273,25.99410629272461,1085862900
2021-02-01,29.8700008392334,37.029998779296875,29.56999969482422,34.709999084472656,30.430208206176758,949913300
2021-03-01,35.52000045776367,39.970001220703125,35.2400016784668,38.689998626708984,34.08794403076172,1378848200
2021-04-01,38.83000183105469,41.130001068115234,37.40999984741211,40.529998779296875,35.709075927734375,1029977500
2021-05-01,40.869998931884766,43.2599983215332,39.779998779296875,42.38999938964844,37.34783935546875,823509600
