Date,Open,High,Low,Close,Adj Close,Volume
2018-08-01,9.979999542236328,10.770000457763672,9.720000267028809,9.729999542236328,9.6785249710083,5334100
2018-09-01,9.789999961853027,9.869999885559082,9.729999542236328,9.75,9.698420524597168,1598000
2018-10-01,9.74899959564209,9.819999694824219,9.699999809265137,9.710000038146973,9.658632278442383,1233600
2018-11-01,9.710000038146973,10.0600004196167,9.699999809265137,9.850000381469727,9.797890663146973,624700
2018-12-01,9.880000114440918,10.0,9.699999809265137,9.800000190734863,9.748156547546387,640100
2019-01-01,9.75,9.930000305175781,9.75,9.869999885559082,9.817784309387207,1793900
2019-02-01,9.949999809265137,9.979999542236328,9.829999923706055,9.930000305175781,9.877469062805176,1561200
2019-03-01,9.949999809265137,10.050000190734863,9.930000305175781,10.020000457763672,9.96699047088623,2292300
2019-04-01,10.010000228881836,10.119999885559082,9.970000267028809,10.119999885559082,10.066463470458984,2164900
2019-05-01,10.149999618530273,10.149999618530273,10.050000190734863,10.079999923706055,10.026674270629883,3764700
2019-06-01,10.1899995803833,10.1899995803833,10.069999694824219,10.140000343322754,10.086358070373535,4643200
2019-07-01,10.119999885559082,10.270000457763672,10.09000015258789,10.1899995803833,10.136093139648438,4623400
2019-08-01,10.100000381469727,10.289999961853027,10.100000381469727,10.25,10.195775032043457,601100
2019-09-01,10.199999809265137,10.390000343322754,10.1850004196167,10.199999809265137,10.146040916442871,1776800
2019-10-01,10.25,10.300000190734863,10.199999809265137,10.270000457763672,10.215668678283691,2549700
2019-11-01,10.270000457763672,10.279999732971191,10.229999542236328,10.229999542236328,10.175880432128906,5805100
2019-12-01,10.260000228881836,11.5,10.248000144958496,11.029999732971191,10.971648216247559,49370000
2020-01-01,11.119999885559082,12.949999809265137,11.010000228881836,12.399999618530273,12.33440113067627,40864000
2020-02-01,12.399999618530273,13.75,11.109999656677246,11.789999961853027,11.727629661560059,40227300
2020-03-01,11.800000190734863,11.9350004196167,4.75,8.649999618530273,8.604239463806152,71044100
2020-04-01,8.539999961853027,10.859999656677246,7.659999847412109,10.59000015258789,10.533974647521973,33076600
2020-05-01,10.420000076293945,12.829999923706055,9.720000267028809,12.729999542236328,12.662654876708984,49476000
2020-06-01,12.75,15.050000190734863,12.09000015258789,13.5600004196167,13.488264083862305,91720400
2020-07-01,13.5,14.569999694824219,13.210000038146973,14.5,14.423294067382812,43805800
2020-08-01,14.65999984741211,17.229999542236328,14.649999618530273,16.229999542236328,16.144140243530273,71548300
2020-09-01,16.229999542236328,18.0,15.5,17.31999969482422,17.228374481201172,53835700
2020-10-01,17.579999923706055,19.183000564575195,17.239999771118164,17.649999618530273,17.55662727355957,51612700
2020-11-01,17.889999389648438,19.149999618530273,16.645000457763672,18.709999084472656,18.611019134521484,72114300
2020-12-01,18.770000457763672,20.139999389648438,18.40999984741211,18.670000076293945,18.581161499023438,62955200
2021-01-01,18.760000228881836,21.489999771118164,17.8799991607666,20.1200008392334,20.024263381958008,99030600
2021-02-01,20.420000076293945,22.43000030517578,19.469999313354492,20.93000030517578,20.83040428161621,69526600
2021-03-01,21.0,21.600000381469727,18.530000686645508,20.0,19.904836654663086,109957200
2021-04-01,20.190000534057617,23.479999542236328,20.020000457763672,22.700000762939453,22.59198760986328,74256600
2021-05-01,22.93000030517578,24.954999923706055,21.729999542236328,24.81999969482422,24.70189666748047,50063700
2021-06-01,24.979999542236328,27.579999923706055,24.6299991607666,27.299999237060547,27.17009925842285,54151000
2021-07-01,27.270000457763672,28.450000762939453,26.040000915527344,28.040000915527344,27.90657615661621,41348700
2021-08-01,28.079999923706055,28.764999389648438,26.350000381469727,28.170000076293945,28.035961151123047,39266400
2021-09-01,28.270000457763672,28.799999237060547,23.09000015258789,24.09000015258789,23.97537612915039,61829600
2021-10-01,24.09000015258789,26.225000381469727,21.329999923706055,25.68000030517578,25.55780601501465,56661000
2021-11-01,25.81999969482422,27.969999313354492,24.68199920654297,25.639999389648438,25.527816772460938,76082100
2021-12-01,25.920000076293945,27.040000915527344,23.149999618530273,24.969999313354492,24.860750198364258,45603900
2022-01-01,25.170000076293945,25.170000076293945,19.110000610351562,20.860000610351562,20.768735885620117,52065000
2022-02-01,21.049999237060547,23.100000381469727,10.75,13.020000457763672,12.963034629821777,121476800
2022-03-01,12.880000114440918,14.25,9.59000015258789,14.0,13.93874740600586,141939200
2022-04-01,14.729999542236328,15.194999694824219,11.289999961853027,12.529999732971191,12.475177764892578,79024500
2022-05-01,12.479999542236328,13.319999694824219,9.609999656677246,10.989999771118164,10.941916465759277,86012800
2022-06-01,10.920000076293945,11.449999809265137,8.149999618530273,8.220000267028809,8.184035301208496,127489200
2022-07-01,8.15999984741211,11.430000305175781,7.760000228881836,11.420000076293945,11.370035171508789,64397600
2022-08-01,11.229999542236328,13.680000305175781,10.729999542236328,11.529999732971191,11.479552268981934,86203100
2022-09-01,11.350000381469727,13.520000457763672,9.479999542236328,9.720000267028809,9.677473068237305,69577900
2022-10-01,9.930000305175781,15.739999771118164,9.890000343322754,14.3100004196167,14.247389793395996,129983400
2022-11-01,14.649999618530273,16.065000534057617,13.024999618530273,13.850000381469727,13.799939155578613,68446400
2022-12-01,14.25,14.920000076293945,12.300000190734863,13.65999984741211,13.610623359680176,50575300
2023-01-01,13.859999656677246,15.625,13.140000343322754,14.220000267028809,14.168600082397461,53073700
2023-02-01,14.180000305175781,17.8799991607666,13.979999542236328,16.25,16.191261291503906,76591400
2023-03-01,16.170000076293945,16.610000610351562,12.694999694824219,14.3100004196167,14.258275032043457,71820700
2023-04-01,14.239999771118164,15.149999618530273,11.949999809265137,14.920000076293945,14.866067886352539,82558700
2023-05-01,14.779999732971191,20.530000686645508,14.274999618530273,19.299999237060547,19.23023223876953,124985400
2023-06-01,19.3700008392334,25.010000228881836,19.100000381469727,24.770000457763672,24.680465698242188,107789900
2023-07-01,24.799999237060547,27.030000686645508,23.510000228881836,26.010000228881836,25.91598129272461,81460400
2023-08-01,25.670000076293945,39.5,25.479999542236328,39.38999938964844,39.247615814208984,203712600
2023-09-01,39.619998931884766,40.40999984741211,35.4900016784668,37.20000076293945,37.0655403137207,99350400
2023-10-01,38.04999923706055,43.130001068115234,34.599998474121094,39.27000045776367,39.1280517578125,163513000
2023-11-01,39.349998474121094,45.150001525878906,38.68000030517578,43.65999984741211,43.50218200683594,144590300
2023-12-01,43.5,50.22999954223633,43.27000045776367,48.029998779296875,47.882904052734375,101236400
2024-01-01,47.47999954223633,57.599998474121094,44.310001373291016,56.33000183105469,56.157493591308594,110494900
2024-02-01,57.470001220703125,68.80000305175781,55.0,67.62000274658203,67.41291046142578,176899700
2024-03-01,68.4000015258789,86.625,65.88999938964844,81.66999816894531,81.44733428955078,165112600
2024-04-01,82.08000183105469,95.70099639892578,72.58000183105469,93.0,92.7464370727539,230447500
2024-05-01,92.12999725341797,109.27100372314453,86.79100036621094,98.06999969482422,97.8026351928711,165931500
2024-06-01,98.19999694824219,98.38999938964844,84.77999877929688,86.56999969482422,86.35758209228516,206514300
2024-07-01,87.41000366210938,95.4800033569336,71.88999938964844,78.69999694824219,78.50688934326172,212033200
2024-08-01,79.75,83.75,62.400001525878906,83.02999877929688,82.82626342773438,182501600
2024-09-01,82.25,103.69000244140625,71.1240005493164,99.48999786376953,99.27440643310547,148417100
2024-10-01,99.62000274658203,116.41000366210938,96.16000366210938,109.29000091552734,109.05317687988281,150777900
2024-11-01,109.91000366210938,145.6699981689453,104.58000183105469,127.5999984741211,127.3235092163086,138984000
2024-12-01,129.0,137.05999755859375,112.2300033569336,113.61000061035156,113.39773559570312,120321900
2025-01-01,115.0199966430664,155.83999633789062,97.5,117.0199966430664,116.80136108398438,212154500
2025-02-01,105.75,126.5250015258789,84.69000244140625,95.16999816894531,94.9921875,210817400
2025-03-01,93.66000366210938,94.9000015258789,68.25,72.19999694824219,72.09585571289062,218838000
2025-04-01,71.91000366210938,89.2699966430664,53.599998474121094,85.37999725341797,85.25685119628906,269429400
2025-05-01,91.63999938964844,114.33999633789062,91.16500091552734,107.93000030517578,107.77432250976562,148598400
2025-06-01,108.0,129.30999755859375,105.68000030517578,128.41000366210938,128.26870727539062,128022100
2025-07-01,127.0,153.5,110.05999755859375,145.60000610351562,145.43980407714844,185545900
2025-08-01,137.27999877929688,145.60000610351562,121.41000366210938,127.55000305175781,127.4096450805664,128938700
2025-09-01,123.69999694824219,152.4499969482422,118.69999694824219,150.86000061035156,150.73648071289062,150136900
2025-10-01,149.1199951171875,202.4499969482422,147.35000610351562,192.86000061035156,192.70208740234375,189158100
